id,dbt_valid_from,dbt_valid_to,type
98,2024-01-09T00:00:00,2024-01-12T00:00:00,updated_row
98,2024-01-12T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
99,2024-01-01T00:00:00,2024-01-04T00:00:00,initial_load
99,2024-01-04T00:00:00,2024-01-10T00:00:00,updated_row
99,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
100,2024-01-01T00:00:00,2024-01-02T00:00:00,deleted_row
101,2024-01-01T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
102,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
102,2024-01-10T00:00:00,2024-01-11T00:00:00,anomaly_updated_row
102,2024-01-11T00:00:00,2024-02-11T00:00:00,anomaly_deleted_row
103,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
103,2024-01-10T00:00:00,2024-01-10T00:00:00,updated_row
103,2024-01-10T00:00:00,2024-02-17T00:00:00,anomaly_updated_row
103,2024-02-17T00:00:00,,updated_row
104,2024-01-01T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
105,2024-01-01T00:00:00,2024-01-02T00:00:00,initial_load
105,2024-01-02T00:00:00,2024-01-10T00:00:00,updated_row
105,2024-01-10T00:00:00,2024-01-15T00:00:00,anomaly_updated_row
105,2024-01-15T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
106,2024-01-01T00:00:00,2024-01-03T00:00:00,initial_load
106,2024-01-03T00:00:00,2024-02-05T00:00:00,updated_row
106,2024-02-05T00:00:00,,updated_row
107,2024-01-01T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
108,2024-01-01T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
109,2024-01-01T00:00:00,2024-01-06T00:00:00,initial_load
109,2024-01-06T00:00:00,2024-01-07T00:00:00,updated_row
109,2024-01-07T00:00:00,2024-01-10T00:00:00,updated_row
109,2024-01-10T00:00:00,2024-01-25T00:00:00,anomaly_updated_row
109,2024-01-25T00:00:00,2024-01-31T00:00:00,updated_row
109,2024-01-31T00:00:00,2024-03-01T00:00:00,deleted_row
110,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
110,2024-01-10T00:00:00,2024-01-26T00:00:00,anomaly_updated_row
110,2024-01-26T00:00:00,,updated_row
111,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
111,2024-01-10T00:00:00,2024-02-05T00:00:00,anomaly_updated_row
111,2024-02-05T00:00:00,2024-02-06T00:00:00,updated_row
111,2024-02-06T00:00:00,2024-02-18T00:00:00,updated_row
111,2024-02-18T00:00:00,,updated_row
112,2024-01-01T00:00:00,2024-01-08T00:00:00,initial_load
112,2024-01-08T00:00:00,2024-01-10T00:00:00,updated_row
112,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
113,2024-01-01T00:00:00,2024-01-11T00:00:00,deleted_row
114,2024-01-01T00:00:00,2024-01-14T00:00:00,deleted_row
115,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
115,2024-01-10T00:00:00,2024-02-01T00:00:00,anomaly_updated_row
115,2024-02-01T00:00:00,,updated_row
116,2024-01-01T00:00:00,2024-01-06T00:00:00,initial_load
116,2024-01-06T00:00:00,2024-01-10T00:00:00,updated_row
116,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
117,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
117,2024-01-10T00:00:00,2024-01-26T00:00:00,anomaly_updated_row
117,2024-01-26T00:00:00,,updated_row
118,2024-01-01T00:00:00,2024-01-04T00:00:00,initial_load
118,2024-01-04T00:00:00,2024-01-29T00:00:00,deleted_row
119,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
119,2024-01-10T00:00:00,2024-01-12T00:00:00,anomaly_updated_row
119,2024-01-12T00:00:00,2024-02-16T00:00:00,updated_row
119,2024-02-16T00:00:00,2024-02-17T00:00:00,updated_row
119,2024-02-17T00:00:00,2024-02-29T00:00:00,updated_row
119,2024-02-29T00:00:00,,updated_row
120,2024-01-01T00:00:00,2024-01-14T00:00:00,deleted_row
121,2024-01-01T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
122,2024-01-01T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
123,2024-01-01T00:00:00,2024-01-05T00:00:00,initial_load
123,2024-01-05T00:00:00,2024-01-07T00:00:00,updated_row
123,2024-01-07T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
124,2024-01-01T00:00:00,2024-01-07T00:00:00,initial_load
124,2024-01-07T00:00:00,2024-01-19T00:00:00,updated_row
124,2024-01-19T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
125,2024-01-01T00:00:00,2024-01-05T00:00:00,deleted_row
126,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
126,2024-01-10T00:00:00,,anomaly_updated_row
127,2024-01-01T00:00:00,2024-01-06T00:00:00,deleted_row
128,2024-01-01T00:00:00,2024-01-07T00:00:00,initial_load
128,2024-01-07T00:00:00,2024-01-10T00:00:00,updated_row
128,2024-01-10T00:00:00,2024-02-15T00:00:00,anomaly_updated_row
128,2024-02-15T00:00:00,,updated_row
129,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
129,2024-01-10T00:00:00,2024-01-15T00:00:00,anomaly_updated_row
129,2024-01-15T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
130,2024-01-01T00:00:00,2024-01-03T00:00:00,initial_load
130,2024-01-03T00:00:00,2024-01-10T00:00:00,updated_row
130,2024-01-10T00:00:00,2024-01-22T00:00:00,anomaly_updated_row
130,2024-01-22T00:00:00,2024-02-22T00:00:00,updated_row
130,2024-02-22T00:00:00,,updated_row
131,2024-01-01T00:00:00,2024-01-06T00:00:00,initial_load
131,2024-01-06T00:00:00,2024-02-11T00:00:00,anomaly_deleted_row
132,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
132,2024-01-10T00:00:00,2024-01-22T00:00:00,anomaly_updated_row
132,2024-01-22T00:00:00,,updated_row
133,2024-01-01T00:00:00,2024-01-07T00:00:00,initial_load
133,2024-01-07T00:00:00,2024-01-10T00:00:00,updated_row
133,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
134,2024-01-01T00:00:00,2024-01-04T00:00:00,initial_load
134,2024-01-04T00:00:00,2024-01-10T00:00:00,updated_row
134,2024-01-10T00:00:00,2024-01-17T00:00:00,deleted_row
135,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
135,2024-01-10T00:00:00,2024-02-01T00:00:00,anomaly_updated_row
135,2024-02-01T00:00:00,,anomaly_updated_row
136,2024-01-01T00:00:00,2024-01-05T00:00:00,initial_load
136,2024-01-05T00:00:00,2024-01-10T00:00:00,updated_row
136,2024-01-10T00:00:00,2024-01-11T00:00:00,deleted_row
137,2024-01-01T00:00:00,2024-01-18T00:00:00,initial_load
137,2024-01-18T00:00:00,2024-02-20T00:00:00,updated_row
137,2024-02-20T00:00:00,,updated_row
138,2024-01-01T00:00:00,2024-01-13T00:00:00,deleted_row
139,2024-01-01T00:00:00,2024-01-04T00:00:00,initial_load
139,2024-01-04T00:00:00,2024-01-10T00:00:00,updated_row
139,2024-01-10T00:00:00,2024-01-12T00:00:00,deleted_row
140,2024-01-01T00:00:00,,initial_load
141,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
141,2024-01-10T00:00:00,2024-01-11T00:00:00,anomaly_updated_row
141,2024-01-11T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
142,2024-01-01T00:00:00,2024-02-22T00:00:00,initial_load
142,2024-02-22T00:00:00,,updated_row
143,2024-01-01T00:00:00,2024-01-02T00:00:00,initial_load
143,2024-01-02T00:00:00,2024-01-05T00:00:00,deleted_row
144,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
144,2024-01-10T00:00:00,2024-01-28T00:00:00,anomaly_updated_row
144,2024-01-28T00:00:00,,updated_row
145,2024-01-01T00:00:00,2024-02-16T00:00:00,initial_load
145,2024-02-16T00:00:00,,updated_row
146,2024-01-01T00:00:00,2024-01-05T00:00:00,initial_load
146,2024-01-05T00:00:00,2024-01-12T00:00:00,updated_row
146,2024-01-12T00:00:00,,updated_row
147,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
147,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
148,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
148,2024-01-10T00:00:00,2024-02-11T00:00:00,anomaly_deleted_row
149,2024-01-01T00:00:00,2024-01-07T00:00:00,initial_load
149,2024-01-07T00:00:00,,updated_row
150,2024-01-01T00:00:00,2024-01-05T00:00:00,initial_load
150,2024-01-05T00:00:00,2024-01-07T00:00:00,updated_row
150,2024-01-07T00:00:00,2024-01-18T00:00:00,deleted_row
151,2024-01-01T00:00:00,2024-01-21T00:00:00,initial_load
151,2024-01-21T00:00:00,,updated_row
152,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
152,2024-01-10T00:00:00,2024-01-13T00:00:00,anomaly_updated_row
152,2024-01-13T00:00:00,2024-02-06T00:00:00,updated_row
152,2024-02-06T00:00:00,,updated_row
153,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
153,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
154,2024-01-01T00:00:00,2024-01-09T00:00:00,initial_load
154,2024-01-09T00:00:00,2024-01-10T00:00:00,updated_row
154,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
155,2024-01-01T00:00:00,2024-01-09T00:00:00,deleted_row
156,2024-01-01T00:00:00,2024-01-13T00:00:00,initial_load
156,2024-01-13T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
157,2024-01-01T00:00:00,2024-01-12T00:00:00,initial_load
157,2024-01-12T00:00:00,,updated_row
158,2024-01-01T00:00:00,2024-01-07T00:00:00,initial_load
158,2024-01-07T00:00:00,2024-01-31T00:00:00,deleted_row
159,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
159,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
160,2024-01-01T00:00:00,2024-01-02T00:00:00,initial_load
160,2024-01-02T00:00:00,2024-01-07T00:00:00,updated_row
160,2024-01-07T00:00:00,2024-01-10T00:00:00,updated_row
160,2024-01-10T00:00:00,2024-01-19T00:00:00,anomaly_updated_row
160,2024-01-19T00:00:00,2024-02-29T00:00:00,updated_row
160,2024-02-29T00:00:00,,updated_row
161,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
161,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
162,2024-01-01T00:00:00,2024-01-06T00:00:00,initial_load
162,2024-01-06T00:00:00,2024-01-10T00:00:00,updated_row
162,2024-01-10T00:00:00,2024-01-10T00:00:00,updated_row
162,2024-01-10T00:00:00,2024-01-14T00:00:00,anomaly_updated_row
162,2024-01-14T00:00:00,2024-01-26T00:00:00,updated_row
162,2024-01-26T00:00:00,2024-02-18T00:00:00,deleted_row
163,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
163,2024-01-10T00:00:00,2024-01-17T00:00:00,deleted_row
164,2024-01-01T00:00:00,2024-01-02T00:00:00,initial_load
164,2024-01-02T00:00:00,,updated_row
165,2024-01-01T00:00:00,2024-01-08T00:00:00,initial_load
165,2024-01-08T00:00:00,2024-01-10T00:00:00,updated_row
165,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
166,2024-01-01T00:00:00,2024-01-05T00:00:00,initial_load
